iteration val_accuracy val_loss train_loss train_accuracy deleted
300 0.38069999814033506 3.78516748547554 4.066073417663574 0.2890625 1
600 0.44089999943971636 3.491353815793991 3.7555625438690186 0.38671875 1
900 0.47350000143051146 3.3346304535865783 3.4705071449279785 0.4453125 1
1200 0.4791000045835972 3.4313767671585085 2.806241989135742 0.5703125 1
1500 0.49160000309348106 3.356234186887741 2.687537908554077 0.6328125 1
1800 0.5051999978721142 3.3281397461891173 2.7665228843688965 0.60546875 1
2100 0.517399999499321 3.1486336827278136 3.2898998260498047 0.4921875 1
2400 0.5317000016570091 3.080442118644714 3.3869521617889404 0.4453125 1
2700 0.5454000070691108 3.027674788236618 3.098270893096924 0.53125 1
3000 0.5517000056803226 2.9873195588588715 2.7040305137634277 0.62109375 1
3300 0.557200001180172 2.9780699372291566 3.1070632934570312 0.52734375 1
3600 0.5792000025510788 2.8866029739379884 3.2191431522369385 0.515625 1
3900 0.5764000043272972 2.877443552017212 3.0263891220092773 0.52734375 1
4200 0.5788999989628791 2.8707204341888426 2.9443163871765137 0.578125 1
4500 0.5872999981045723 2.836416620016098 3.0432393550872803 0.546875 1
4800 0.5880999982357025 2.8354953467845916 2.8436241149902344 0.5546875 1
5100 0.5953000009059906 2.7850947201251985 2.93886399269104 0.55859375 1
5400 0.595899997651577 2.7903893172740935 2.883566379547119 0.55859375 1
5700 0.6026000067591667 2.7734105587005615 2.861828565597534 0.578125 1
6000 0.607700003683567 2.7562510788440706 2.8386521339416504 0.58984375 1
6300 0.6271999984979629 2.6664831757545473 2.724074125289917 0.6171875 1
6600 0.6298000007867813 2.6478886246681212 2.6348354816436768 0.63671875 1
6900 0.6340000033378601 2.6457206666469575 2.4940061569213867 0.67578125 0
7200 0.63119999915361402 2.6402186691761016 2.7208411693573 0.62109375 0
